,WRIST_TO_THUMB_MCP,WRIST_TO_THUMB_IP,WRIST_TO_THUMB_TIP,WRIST_TO_INDEX_FINGER_PIP,WRIST_TO_INDEX_FINGER_DIP,WRIST_TO_INDEX_FINGER_TIP,WRIST_TO_MIDDLE_FINGER_PIP,WRIST_TO_MIDDLE_FINGER_DIP,WRIST_TO_MIDDLE_FINGER_TIP,WRIST_TO_RING_FINGER_PIP,WRIST_TO_RING_FINGER_DIP,WRIST_TO_RING_FINGER_TIP,WRIST_TO_PINKY_PIP,WRIST_TO_PINKY_DIP,WRIST_TO_PINKY_TIP,THUMB_MCP_TO_THUMB_TIP,INDEX_FINGER_MCP_TO_INDEX_FINGER_TIP,MIDDLE_FINGER_MCP_TO_MIDDLE_FINGER_TIP,RING_FINGER_MCP_TO_RING_FINGER_TIP,PINKY_MCP_TO_PINKY_TIP,THUMB_TIP_TO_INDEX_FINGER_MCP,THUMB_TIP_TO_INDEX_FINGER_PIP,THUMB_TIP_TO_INDEX_FINGER_DIP,THUMB_TIP_TO_INDEX_FINGER_TIP,THUMB_TIP_TO_MIDDLE_FINGER_MCP,THUMB_TIP_TO_MIDDLE_FINGER_PIP,THUMB_TIP_TO_MIDDLE_FINGER_DIP,THUMB_TIP_TO_MIDDLE_FINGER_TIP,THUMB_TIP_TO_RING_FINGER_MCP,THUMB_TIP_TO_RING_FINGER_PIP,THUMB_TIP_TO_RING_FINGER_DIP,THUMB_TIP_TO_RING_FINGER_TIP,THUMB_TIP_TO_PINKY_MCP,THUMB_TIP_TO_PINKY_PIP,THUMB_TIP_TO_PINKY_DIP,THUMB_TIP_TO_PINKY_TIP,Sign
0,0.24438312930008502,0.31151050556923954,0.3896994368142315,0.41851206311529016,0.4217317219028506,0.3976393589731969,0.42189965557957493,0.41651500371061195,0.38358587610757855,0.3972004996869467,0.3871750797931553,0.35073534463138917,0.3475888407141156,0.3628329875000947,0.35028088836244814,0.16290348144748082,0.15370656764011942,0.1678525855166063,0.1714250257574069,0.17731362246388493,0.17011272315415654,0.14341238929039352,0.09196202503625305,0.046734714256795824,0.19330353877160217,0.15950352492490305,0.10070167378805146,0.06349082742604319,0.22881708917928528,0.17903947249895139,0.12153683416064805,0.10114008910034986,0.2646490282135148,0.19718257568643152,0.1560871624316733,0.13599136645960266,0
1,0.2577358351706043,0.32579385678992107,0.39587175684017173,0.421417646142981,0.4120171694076732,0.380157628042779,0.42725205208379896,0.41005353257340066,0.36960178640966135,0.4075198203548607,0.3884386163226654,0.34556080437809067,0.3593502368742663,0.3667222156081267,0.34525770874014006,0.15340252685330458,0.15505075183866374,0.16962066919586533,0.17591718714208482,0.17774668481319641,0.17269947922967332,0.12994609144034017,0.07116479245219043,0.035475901682367736,0.19628790478230743,0.14429024136927657,0.08493226793543657,0.06407986231321308,0.23108149894064434,0.16832340033623988,0.10940934398875524,0.09530181609817166,0.26372424533838235,0.1868975728336963,0.14403628154003495,0.12585152887239007,0
2,0.2613376848168823,0.3263374287073257,0.3945640722596207,0.4251409727826491,0.41962753061293917,0.3904270987023417,0.4298145863926034,0.41747907760416403,0.37859621468736127,0.40667092108269437,0.39144377153742876,0.34926034254190885,0.3616463619304117,0.3720961194348148,0.35163661206935665,0.14903720027253203,0.14949347994227818,0.16116520933386186,0.16588514352477673,0.17531928586341966,0.16696137278001724,0.13516372873260543,0.08110761358959914,0.04012673703704414,0.19048432227704454,0.1539394019889319,0.09733846687167864,0.06694741877080243,0.22712059809857324,0.17508389146037637,0.11766445985781339,0.09845712051605837,0.2625945328493033,0.19320838095040777,0.15048631716648106,0.12790049738694587,0
3,0.24869887587526568,0.3121774316888519,0.3831450314564491,0.4237300378604955,0.42118279740248327,0.3943005944656027,0.4335797022073793,0.4185986612421348,0.37873919926396604,0.41037222069840457,0.3920154517332022,0.34875690497462614,0.36399318563622485,0.36898980152884164,0.34257639367334763,0.15385263826606854,0.1564899621955208,0.16385834176987996,0.17032494991069,0.1727080594332811,0.17643148044449936,0.14908320089838797,0.09515681875711843,0.0469007390216653,0.1937376879388373,0.1654312502958788,0.10048906771721325,0.05568405670693065,0.22457360620448158,0.17833241901235108,0.11197741145974385,0.08351980251434142,0.2555722454953245,0.18809552168629534,0.1408389906733121,0.11487383833246279,0
4,0.2646791671374136,0.3296514699271333,0.3964910682942963,0.4275845508367459,0.42228306200462845,0.3941754592867142,0.43505745845043725,0.4203237574226109,0.3807890297330203,0.41172610045382224,0.39421853545614355,0.3508517461661101,0.3643540481164657,0.37058734224802925,0.34491165378236033,0.14782694172201497,0.14833187005387177,0.1610410022544687,0.16703008435989833,0.1735770977251377,0.17504163619044888,0.14509127376598632,0.08971351666008084,0.04363342214808156,0.19777081848553746,0.16201370256546893,0.0986876680041249,0.059754434839520656,0.23215807095773042,0.1800567114049955,0.11648296830236513,0.0906513874254223,0.2649548599444927,0.1943849247147906,0.14808131204744474,0.12254987361805847,0
5,0.25060758815996603,0.31892949024881856,0.3880836897519508,0.4182693739307154,0.41200139931850344,0.3823744702536553,0.42503205442879866,0.41163666782110575,0.37336994973706483,0.40194885449072865,0.3849446455408803,0.34409008774834154,0.3523876649868495,0.3610410693122857,0.3413029227663317,0.15373334490669882,0.15461732525892424,0.1672039628126066,0.17070775348685485,0.17429417834563116,0.16850790030130797,0.13829548403868627,0.08365272985692299,0.045704398508271515,0.19310189469437658,0.1557192693652861,0.09885604531971297,0.07256595270439058,0.2302184562209517,0.1773929096915235,0.11958425641206155,0.10402136905916047,0.2679236883350209,0.1973464827797687,0.1565824206131694,0.1399192560830226,0
6,0.25569213099509497,0.3216205549649904,0.3953793538736312,0.417679454476689,0.4088040931943112,0.3785137651609169,0.4263465388696584,0.41033044252260364,0.3710712445195136,0.40225090427301624,0.3834193480090165,0.3410412828572045,0.3539980803073101,0.3615484621401176,0.33864165237570537,0.16166336233971837,0.1516453349388686,0.16373229198624692,0.16931593387408497,0.1759672861801044,0.1932570127108668,0.15390045892360457,0.09245520429727577,0.04868106390619079,0.20999285615090696,0.16426767801863196,0.096100591540788,0.059911558242477944,0.23955085576530952,0.17837263437389336,0.11060183906339786,0.0894452106909771,0.2695958723426054,0.19025515952037433,0.1400116991897108,0.1161283078167306,0
7,0.2529921636541076,0.32026941784659724,0.3933055650761774,0.42358049451423646,0.42078427482744224,0.3943730255042134,0.4281829745623792,0.41750882013129526,0.38170675748083627,0.4026971340020412,0.38876151027573885,0.3517209840970703,0.3538852266750295,0.3659665616699069,0.3493567670135373,0.15777158184423645,0.15131342227309197,0.1621623632739489,0.16697805414600964,0.1731985927046319,0.1699348033104912,0.139851541739424,0.08641626468815305,0.04306384956673815,0.19153341457675843,0.157953292341877,0.1008551436105964,0.06771138453063708,0.2278696281359938,0.17916313814129495,0.12058989538694884,0.09896822030737291,0.26587213022245876,0.19759693685285548,0.15480413301919135,0.13191325376093574,0
8,0.25281358626617473,0.31841403178786937,0.38516850903916366,0.42356843749506773,0.4197223137704339,0.39160463526831185,0.42975516311050027,0.4174744981180573,0.3794107558641649,0.40585032890195344,0.39224933303551107,0.35122371108741635,0.3584176341636284,0.3724992993193703,0.35405039246655773,0.15191114380309156,0.14718714464252675,0.15850692761559698,0.16404717429648624,0.17233587787613378,0.16981959180619607,0.14675256295670147,0.09318916037149387,0.04524135120708097,0.18894957928359063,0.16462600579845124,0.10519659207825986,0.06505086366808203,0.22279072723565016,0.18247861704998947,0.12202870583271111,0.09378777777928708,0.25796169717304934,0.19537013774756729,0.1530038794673109,0.12692342017311173,0
9,0.264967242608615,0.3321177569954849,0.3983394281733995,0.4285466212730587,0.42249575221688423,0.3942190495627328,0.430975713262945,0.41931020696355176,0.38199983530298726,0.4056773060218514,0.3909606914101221,0.351269630145976,0.35749530618829134,0.3690943973518155,0.3508878485674239,0.1520412681488917,0.1495823206560801,0.16614206846551302,0.1707102165210497,0.17851041335805212,0.18488812493630846,0.1545885063371687,0.09829636990543814,0.05166283892629864,0.20753403244429414,0.16961784107004813,0.10890828381010148,0.07196440760746939,0.24214297181459407,0.18825541268615703,0.12622491319204918,0.10069165953364081,0.275477453895073,0.20292663318628948,0.1573808002032276,0.1320771559315166,0
